Product_Name,Week,Year,Week_Number,Total_Quantity
MEFTAL-P TAB,2023-W28,"2,023",28,59
MEFTAL-P TAB,2023-W29,"2,023",29,140
MEFTAL-P TAB,2023-W30,"2,023",30,28
MEFTAL-P TAB,2023-W31,"2,023",31,30
MEFTAL-P TAB,2023-W32,"2,023",32,73
MEFTAL-P TAB,2023-W33,"2,023",33,49
MEFTAL-P TAB,2023-W34,"2,023",34,58
MEFTAL-P TAB,2023-W35,"2,023",35,80
MEFTAL-P TAB,2023-W36,"2,023",36,132
MEFTAL-P TAB,2023-W37,"2,023",37,120
MEFTAL-P TAB,2023-W38,"2,023",38,135
MEFTAL-P TAB,2023-W39,"2,023",39,109
MEFTAL-P TAB,2023-W40,"2,023",40,110
MEFTAL-P TAB,2023-W41,"2,023",41,20
MEFTAL-P TAB,2023-W42,"2,023",42,84
MEFTAL-P TAB,2023-W43,"2,023",43,73
MEFTAL-P TAB,2023-W44,"2,023",44,82
MEFTAL-P TAB,2023-W45,"2,023",45,51
MEFTAL-P TAB,2023-W46,"2,023",46,46
MEFTAL-P TAB,2023-W47,"2,023",47,18
MEFTAL-P TAB,2023-W48,"2,023",48,52
MEFTAL-P TAB,2023-W49,"2,023",49,36
MEFTAL-P TAB,2023-W50,"2,023",50,92
MEFTAL-P TAB,2023-W51,"2,023",51,78
MEFTAL-P TAB,2023-W52,"2,023",52,30
MEFTAL-P TAB,2023-W53,"2,023",53,0
MEFTAL-P TAB,2024-W01,"2,024",1,80
MEFTAL-P TAB,2024-W02,"2,024",2,42
MEFTAL-P TAB,2024-W03,"2,024",3,120
MEFTAL-P TAB,2024-W04,"2,024",4,91
MEFTAL-P TAB,2024-W05,"2,024",5,99
MEFTAL-P TAB,2024-W06,"2,024",6,53
MEFTAL-P TAB,2024-W07,"2,024",7,72
MEFTAL-P TAB,2024-W08,"2,024",8,52
MEFTAL-P TAB,2024-W09,"2,024",9,74
MEFTAL-P TAB,2024-W10,"2,024",10,70
MEFTAL-P TAB,2024-W11,"2,024",11,87
MEFTAL-P TAB,2024-W12,"2,024",12,40
MEFTAL-P TAB,2024-W13,"2,024",13,74
MEFTAL-P TAB,2024-W14,"2,024",14,48
MEFTAL-P TAB,2024-W15,"2,024",15,69
MEFTAL-P TAB,2024-W16,"2,024",16,60
MEFTAL-P TAB,2024-W17,"2,024",17,63
MEFTAL-P TAB,2024-W18,"2,024",18,60
MEFTAL-P TAB,2024-W19,"2,024",19,117
MEFTAL-P TAB,2024-W20,"2,024",20,63
MEFTAL-P TAB,2024-W21,"2,024",21,74
MEFTAL-P TAB,2024-W22,"2,024",22,115
MEFTAL-P TAB,2024-W23,"2,024",23,86
MEFTAL-P TAB,2024-W24,"2,024",24,67
MEFTAL-P TAB,2024-W25,"2,024",25,56
MEFTAL-P TAB,2024-W26,"2,024",26,112
MEFTAL-P TAB,2024-W27,"2,024",27,63
MEFTAL-P TAB,2024-W28,"2,024",28,59
MEFTAL-P TAB,2024-W29,"2,024",29,46
MEFTAL-P TAB,2024-W30,"2,024",30,88
MEFTAL-P TAB,2024-W31,"2,024",31,88
MEFTAL-P TAB,2024-W32,"2,024",32,107
MEFTAL-P TAB,2024-W33,"2,024",33,66
MEFTAL-P TAB,2024-W34,"2,024",34,77
MEFTAL-P TAB,2024-W35,"2,024",35,92
MEFTAL-P TAB,2024-W36,"2,024",36,133
MEFTAL-P TAB,2024-W37,"2,024",37,128
MEFTAL-P TAB,2024-W38,"2,024",38,93
MEFTAL-P TAB,2024-W39,"2,024",39,77
MEFTAL-P TAB,2024-W40,"2,024",40,48
MEFTAL-P TAB,2024-W41,"2,024",41,91
MEFTAL-P TAB,2024-W42,"2,024",42,57
MEFTAL-P TAB,2024-W43,"2,024",43,104
MEFTAL-P TAB,2024-W44,"2,024",44,42
MEFTAL-P TAB,2024-W45,"2,024",45,116
MEFTAL-P TAB,2024-W46,"2,024",46,76
MEFTAL-P TAB,2024-W47,"2,024",47,67
MEFTAL-P TAB,2024-W48,"2,024",48,146
MEFTAL-P TAB,2024-W49,"2,024",49,55
MEFTAL-P TAB,2024-W50,"2,024",50,84
MEFTAL-P TAB,2024-W51,"2,024",51,76
MEFTAL-P TAB,2024-W52,"2,024",52,91
MEFTAL-P TAB,2024-W53,"2,024",53,0
MEFTAL-P TAB,2025-W01,"2,025",1,94
MEFTAL-P TAB,2025-W02,"2,025",2,84
MEFTAL-P TAB,2025-W03,"2,025",3,88
MEFTAL-P TAB,2025-W04,"2,025",4,81
MEFTAL-P TAB,2025-W05,"2,025",5,61
MEFTAL-P TAB,2025-W06,"2,025",6,92
MEFTAL-P TAB,2025-W07,"2,025",7,30
MEFTAL-P TAB,2025-W08,"2,025",8,131
MEFTAL-P TAB,2025-W09,"2,025",9,93
MEFTAL-P TAB,2025-W10,"2,025",10,34
MEFTAL-P TAB,2025-W11,"2,025",11,37
MEFTAL-P TAB,2025-W12,"2,025",12,84
MEFTAL-P TAB,2025-W13,"2,025",13,16
MEFTAL-P TAB,2025-W14,"2,025",14,72
MEFTAL-P TAB,2025-W15,"2,025",15,48
MEFTAL-P TAB,2025-W16,"2,025",16,65
MEFTAL-P TAB,2025-W17,"2,025",17,79
MEFTAL-P TAB,2025-W18,"2,025",18,41
MEFTAL-P TAB,2025-W19,"2,025",19,47
MEFTAL-P TAB,2025-W20,"2,025",20,49
MEFTAL-P TAB,2025-W21,"2,025",21,41
MEFTAL-P TAB,2025-W22,"2,025",22,93
MEFTAL-P TAB,2025-W23,"2,025",23,75
MEFTAL-P TAB,2025-W24,"2,025",24,37
MEFTAL-P TAB,2025-W25,"2,025",25,87
MEFTAL-P TAB,2025-W26,"2,025",26,95
MEFTAL-P TAB,2025-W27,"2,025",27,143
MEFTAL-P TAB,2025-W28,"2,025",28,36
MEFTAL-P TAB,2025-W29,"2,025",29,39
MEFTAL-P TAB,2025-W30,"2,025",30,98
MEFTAL-P TAB,2025-W31,"2,025",31,71
MEFTAL-P TAB,2025-W32,"2,025",32,82
MEFTAL-P TAB,2025-W33,"2,025",33,38
MEFTAL-P TAB,2025-W34,"2,025",34,101
MEFTAL-P TAB,2025-W35,"2,025",35,78
MEFTAL-P TAB,2025-W36,"2,025",36,11
MEFTAL-P TAB,2025-W37,"2,025",37,58
MEFTAL-P TAB,2025-W38,"2,025",38,67
MEFTAL-P TAB,2025-W39,"2,025",39,39
MEFTAL-P TAB,2025-W40,"2,025",40,83
MEFTAL-P TAB,2025-W41,"2,025",41,30
MEFTAL-P TAB,2025-W42,"2,025",42,79
