Product_Name,Week,Year,Week_Number,Total_Quantity
AMOCARE CV 625,2023-W24,"2,023",24,394
AMOCARE CV 625,2023-W25,"2,023",25,510
AMOCARE CV 625,2023-W26,"2,023",26,288
AMOCARE CV 625,2023-W27,"2,023",27,268
AMOCARE CV 625,2023-W28,"2,023",28,255
AMOCARE CV 625,2023-W29,"2,023",29,499
AMOCARE CV 625,2023-W30,"2,023",30,395
AMOCARE CV 625,2023-W31,"2,023",31,541
AMOCARE CV 625,2023-W32,"2,023",32,366
AMOCARE CV 625,2023-W33,"2,023",33,422
AMOCARE CV 625,2023-W34,"2,023",34,407
AMOCARE CV 625,2023-W35,"2,023",35,303
AMOCARE CV 625,2023-W36,"2,023",36,278
AMOCARE CV 625,2023-W37,"2,023",37,246
AMOCARE CV 625,2023-W38,"2,023",38,348
AMOCARE CV 625,2023-W39,"2,023",39,350
AMOCARE CV 625,2023-W40,"2,023",40,508
AMOCARE CV 625,2023-W41,"2,023",41,248
AMOCARE CV 625,2023-W42,"2,023",42,396
AMOCARE CV 625,2023-W43,"2,023",43,426
AMOCARE CV 625,2023-W44,"2,023",44,365
AMOCARE CV 625,2023-W45,"2,023",45,245
AMOCARE CV 625,2023-W46,"2,023",46,414
AMOCARE CV 625,2023-W47,"2,023",47,258
AMOCARE CV 625,2023-W48,"2,023",48,262
AMOCARE CV 625,2023-W49,"2,023",49,518
AMOCARE CV 625,2023-W50,"2,023",50,235
AMOCARE CV 625,2023-W51,"2,023",51,227
AMOCARE CV 625,2023-W52,"2,023",52,259
AMOCARE CV 625,2023-W53,"2,023",53,0
AMOCARE CV 625,2024-W01,"2,024",1,408
AMOCARE CV 625,2024-W02,"2,024",2,160
AMOCARE CV 625,2024-W03,"2,024",3,372
AMOCARE CV 625,2024-W04,"2,024",4,320
AMOCARE CV 625,2024-W05,"2,024",5,274
AMOCARE CV 625,2024-W06,"2,024",6,290
AMOCARE CV 625,2024-W07,"2,024",7,201
AMOCARE CV 625,2024-W08,"2,024",8,319
AMOCARE CV 625,2024-W09,"2,024",9,292
AMOCARE CV 625,2024-W10,"2,024",10,483
AMOCARE CV 625,2024-W11,"2,024",11,133
AMOCARE CV 625,2024-W12,"2,024",12,205
AMOCARE CV 625,2024-W13,"2,024",13,236
AMOCARE CV 625,2024-W14,"2,024",14,141
AMOCARE CV 625,2024-W15,"2,024",15,337
AMOCARE CV 625,2024-W16,"2,024",16,120
AMOCARE CV 625,2024-W17,"2,024",17,453
AMOCARE CV 625,2024-W18,"2,024",18,273
AMOCARE CV 625,2024-W19,"2,024",19,458
AMOCARE CV 625,2024-W20,"2,024",20,247
AMOCARE CV 625,2024-W21,"2,024",21,433
AMOCARE CV 625,2024-W22,"2,024",22,408
AMOCARE CV 625,2024-W23,"2,024",23,393
AMOCARE CV 625,2024-W24,"2,024",24,212
AMOCARE CV 625,2024-W25,"2,024",25,268
AMOCARE CV 625,2024-W26,"2,024",26,254
AMOCARE CV 625,2024-W27,"2,024",27,262
AMOCARE CV 625,2024-W28,"2,024",28,252
AMOCARE CV 625,2024-W29,"2,024",29,385
AMOCARE CV 625,2024-W30,"2,024",30,324
AMOCARE CV 625,2024-W31,"2,024",31,312
AMOCARE CV 625,2024-W32,"2,024",32,299
AMOCARE CV 625,2024-W33,"2,024",33,328
AMOCARE CV 625,2024-W34,"2,024",34,346
AMOCARE CV 625,2024-W35,"2,024",35,479
AMOCARE CV 625,2024-W36,"2,024",36,188
AMOCARE CV 625,2024-W37,"2,024",37,183
AMOCARE CV 625,2024-W38,"2,024",38,246
AMOCARE CV 625,2024-W39,"2,024",39,304
AMOCARE CV 625,2024-W40,"2,024",40,365
AMOCARE CV 625,2024-W41,"2,024",41,297
AMOCARE CV 625,2024-W42,"2,024",42,156
AMOCARE CV 625,2024-W43,"2,024",43,220
AMOCARE CV 625,2024-W44,"2,024",44,370
AMOCARE CV 625,2024-W45,"2,024",45,305
AMOCARE CV 625,2024-W46,"2,024",46,457
AMOCARE CV 625,2024-W47,"2,024",47,343
AMOCARE CV 625,2024-W48,"2,024",48,413
AMOCARE CV 625,2024-W49,"2,024",49,336
AMOCARE CV 625,2024-W50,"2,024",50,215
AMOCARE CV 625,2024-W51,"2,024",51,359
AMOCARE CV 625,2024-W52,"2,024",52,176
AMOCARE CV 625,2024-W53,"2,024",53,0
AMOCARE CV 625,2025-W01,"2,025",1,323
AMOCARE CV 625,2025-W02,"2,025",2,315
AMOCARE CV 625,2025-W03,"2,025",3,374
AMOCARE CV 625,2025-W04,"2,025",4,385
AMOCARE CV 625,2025-W05,"2,025",5,380
AMOCARE CV 625,2025-W06,"2,025",6,264
AMOCARE CV 625,2025-W07,"2,025",7,167
AMOCARE CV 625,2025-W08,"2,025",8,487
AMOCARE CV 625,2025-W09,"2,025",9,570
AMOCARE CV 625,2025-W10,"2,025",10,452
AMOCARE CV 625,2025-W11,"2,025",11,186
AMOCARE CV 625,2025-W12,"2,025",12,214
AMOCARE CV 625,2025-W13,"2,025",13,195
AMOCARE CV 625,2025-W14,"2,025",14,483
AMOCARE CV 625,2025-W15,"2,025",15,89
AMOCARE CV 625,2025-W16,"2,025",16,420
AMOCARE CV 625,2025-W17,"2,025",17,75
AMOCARE CV 625,2025-W18,"2,025",18,598
AMOCARE CV 625,2025-W19,"2,025",19,242
AMOCARE CV 625,2025-W20,"2,025",20,379
AMOCARE CV 625,2025-W21,"2,025",21,377
AMOCARE CV 625,2025-W22,"2,025",22,624
AMOCARE CV 625,2025-W23,"2,025",23,198
AMOCARE CV 625,2025-W24,"2,025",24,223
AMOCARE CV 625,2025-W25,"2,025",25,644
AMOCARE CV 625,2025-W26,"2,025",26,630
AMOCARE CV 625,2025-W27,"2,025",27,529
AMOCARE CV 625,2025-W28,"2,025",28,197
AMOCARE CV 625,2025-W29,"2,025",29,424
AMOCARE CV 625,2025-W30,"2,025",30,377
AMOCARE CV 625,2025-W31,"2,025",31,374
AMOCARE CV 625,2025-W32,"2,025",32,594
AMOCARE CV 625,2025-W33,"2,025",33,242
AMOCARE CV 625,2025-W34,"2,025",34,326
AMOCARE CV 625,2025-W35,"2,025",35,398
AMOCARE CV 625,2025-W36,"2,025",36,505
AMOCARE CV 625,2025-W37,"2,025",37,188
AMOCARE CV 625,2025-W38,"2,025",38,468
AMOCARE CV 625,2025-W39,"2,025",39,347
AMOCARE CV 625,2025-W40,"2,025",40,377
AMOCARE CV 625,2025-W41,"2,025",41,365
AMOCARE CV 625,2025-W42,"2,025",42,453
MEFORNIX-P TAB,2021-W01,"2,021",1,275
MEFORNIX-P TAB,2021-W02,"2,021",2,377
MEFORNIX-P TAB,2021-W03,"2,021",3,402
MEFORNIX-P TAB,2021-W04,"2,021",4,140
MEFORNIX-P TAB,2021-W05,"2,021",5,189
MEFORNIX-P TAB,2021-W06,"2,021",6,320
MEFORNIX-P TAB,2021-W07,"2,021",7,140
MEFORNIX-P TAB,2021-W08,"2,021",8,128
MEFORNIX-P TAB,2021-W09,"2,021",9,347
MEFORNIX-P TAB,2021-W10,"2,021",10,256
MEFORNIX-P TAB,2021-W11,"2,021",11,643
MEFORNIX-P TAB,2021-W12,"2,021",12,676
MEFORNIX-P TAB,2021-W13,"2,021",13,409
MEFORNIX-P TAB,2021-W14,"2,021",14,252
MEFORNIX-P TAB,2021-W15,"2,021",15,194
MEFORNIX-P TAB,2021-W16,"2,021",16,137
MEFORNIX-P TAB,2021-W17,"2,021",17,212
MEFORNIX-P TAB,2021-W18,"2,021",18,382
MEFORNIX-P TAB,2021-W19,"2,021",19,191
MEFORNIX-P TAB,2021-W20,"2,021",20,502
MEFORNIX-P TAB,2021-W21,"2,021",21,537
MEFORNIX-P TAB,2021-W22,"2,021",22,273
MEFORNIX-P TAB,2021-W23,"2,021",23,364
MEFORNIX-P TAB,2021-W24,"2,021",24,279
MEFORNIX-P TAB,2021-W25,"2,021",25,481
MEFORNIX-P TAB,2021-W26,"2,021",26,388
MEFORNIX-P TAB,2021-W27,"2,021",27,228
MEFORNIX-P TAB,2021-W28,"2,021",28,481
MEFORNIX-P TAB,2021-W29,"2,021",29,393
MEFORNIX-P TAB,2021-W30,"2,021",30,490
MEFORNIX-P TAB,2021-W31,"2,021",31,271
MEFORNIX-P TAB,2021-W32,"2,021",32,287
MEFORNIX-P TAB,2021-W33,"2,021",33,197
MEFORNIX-P TAB,2021-W34,"2,021",34,298
MEFORNIX-P TAB,2021-W35,"2,021",35,237
MEFORNIX-P TAB,2021-W36,"2,021",36,336
MEFORNIX-P TAB,2021-W37,"2,021",37,397
MEFORNIX-P TAB,2021-W38,"2,021",38,234
MEFORNIX-P TAB,2021-W39,"2,021",39,231
MEFORNIX-P TAB,2021-W40,"2,021",40,347
MEFORNIX-P TAB,2021-W41,"2,021",41,178
MEFORNIX-P TAB,2021-W42,"2,021",42,52
MEFORNIX-P TAB,2021-W43,"2,021",43,152
MEFORNIX-P TAB,2021-W44,"2,021",44,205
MEFORNIX-P TAB,2021-W45,"2,021",45,306
MEFORNIX-P TAB,2021-W46,"2,021",46,117
MEFORNIX-P TAB,2021-W47,"2,021",47,78
MEFORNIX-P TAB,2021-W48,"2,021",48,404
MEFORNIX-P TAB,2021-W49,"2,021",49,218
MEFORNIX-P TAB,2021-W50,"2,021",50,56
MEFORNIX-P TAB,2021-W51,"2,021",51,141
MEFORNIX-P TAB,2021-W52,"2,021",52,295
MEFORNIX-P TAB,2021-W53,"2,021",53,0
MEFORNIX-P TAB,2022-W01,"2,022",1,410
MEFORNIX-P TAB,2022-W02,"2,022",2,243
MEFORNIX-P TAB,2022-W03,"2,022",3,359
MEFORNIX-P TAB,2022-W04,"2,022",4,513
MEFORNIX-P TAB,2022-W05,"2,022",5,415
MEFORNIX-P TAB,2022-W06,"2,022",6,216
MEFORNIX-P TAB,2022-W07,"2,022",7,613
MEFORNIX-P TAB,2022-W08,"2,022",8,500
MEFORNIX-P TAB,2022-W09,"2,022",9,372
MEFORNIX-P TAB,2022-W10,"2,022",10,303
MEFORNIX-P TAB,2022-W11,"2,022",11,43
MEFORNIX-P TAB,2022-W12,"2,022",12,82
MEFORNIX-P TAB,2022-W13,"2,022",13,625
MEFORNIX-P TAB,2022-W14,"2,022",14,361
MEFORNIX-P TAB,2022-W15,"2,022",15,285
MEFORNIX-P TAB,2022-W16,"2,022",16,358
MEFORNIX-P TAB,2022-W17,"2,022",17,280
MEFORNIX-P TAB,2022-W18,"2,022",18,441
MEFORNIX-P TAB,2022-W19,"2,022",19,473
MEFORNIX-P TAB,2022-W20,"2,022",20,313
MEFORNIX-P TAB,2022-W21,"2,022",21,301
MEFORNIX-P TAB,2022-W22,"2,022",22,275
MEFORNIX-P TAB,2022-W23,"2,022",23,386
MEFORNIX-P TAB,2022-W24,"2,022",24,285
MEFORNIX-P TAB,2022-W25,"2,022",25,447
MEFORNIX-P TAB,2022-W26,"2,022",26,525
MEFORNIX-P TAB,2022-W27,"2,022",27,492
MEFORNIX-P TAB,2022-W28,"2,022",28,354
MEFORNIX-P TAB,2022-W29,"2,022",29,486
MEFORNIX-P TAB,2022-W30,"2,022",30,414
MEFORNIX-P TAB,2022-W31,"2,022",31,381
MEFORNIX-P TAB,2022-W32,"2,022",32,472
MEFORNIX-P TAB,2022-W33,"2,022",33,242
MEFORNIX-P TAB,2022-W34,"2,022",34,213
MEFORNIX-P TAB,2022-W35,"2,022",35,213
MEFORNIX-P TAB,2022-W36,"2,022",36,379
MEFORNIX-P TAB,2022-W37,"2,022",37,332
MEFORNIX-P TAB,2022-W38,"2,022",38,136
MEFORNIX-P TAB,2022-W39,"2,022",39,204
MEFORNIX-P TAB,2022-W40,"2,022",40,339
MEFORNIX-P TAB,2022-W41,"2,022",41,456
MEFORNIX-P TAB,2022-W42,"2,022",42,466
MEFORNIX-P TAB,2022-W43,"2,022",43,547
MEFORNIX-P TAB,2022-W44,"2,022",44,513
MEFORNIX-P TAB,2022-W45,"2,022",45,236
MEFORNIX-P TAB,2022-W46,"2,022",46,463
MEFORNIX-P TAB,2022-W47,"2,022",47,483
MEFORNIX-P TAB,2022-W48,"2,022",48,453
MEFORNIX-P TAB,2022-W49,"2,022",49,343
MEFORNIX-P TAB,2022-W50,"2,022",50,453
MEFORNIX-P TAB,2022-W51,"2,022",51,331
MEFORNIX-P TAB,2022-W52,"2,022",52,496
MEFORNIX-P TAB,2022-W53,"2,022",53,0
MEFORNIX-P TAB,2023-W01,"2,023",1,427
MEFORNIX-P TAB,2023-W02,"2,023",2,395
MEFORNIX-P TAB,2023-W03,"2,023",3,416
MEFORNIX-P TAB,2023-W04,"2,023",4,463
MEFORNIX-P TAB,2023-W05,"2,023",5,359
MEFORNIX-P TAB,2023-W06,"2,023",6,418
MEFORNIX-P TAB,2023-W07,"2,023",7,610
MEFORNIX-P TAB,2023-W08,"2,023",8,331
MEFORNIX-P TAB,2023-W09,"2,023",9,648
MEFORNIX-P TAB,2023-W10,"2,023",10,212
MEFORNIX-P TAB,2023-W11,"2,023",11,125
MEFORNIX-P TAB,2023-W12,"2,023",12,296
MEFORNIX-P TAB,2023-W13,"2,023",13,349
MEFORNIX-P TAB,2023-W14,"2,023",14,416
MEFORNIX-P TAB,2023-W15,"2,023",15,326
MEFORNIX-P TAB,2023-W16,"2,023",16,70
MEFORNIX-P TAB,2023-W17,"2,023",17,566
MEFORNIX-P TAB,2023-W18,"2,023",18,389
MEFORNIX-P TAB,2023-W19,"2,023",19,389
MEFORNIX-P TAB,2023-W20,"2,023",20,364
MEFORNIX-P TAB,2023-W21,"2,023",21,410
MEFORNIX-P TAB,2023-W22,"2,023",22,527
MEFORNIX-P TAB,2023-W23,"2,023",23,458
MEFORNIX-P TAB,2023-W24,"2,023",24,433
MEFORNIX-P TAB,2023-W25,"2,023",25,484
MEFORNIX-P TAB,2023-W26,"2,023",26,409
MEFORNIX-P TAB,2023-W27,"2,023",27,406
MEFORNIX-P TAB,2023-W28,"2,023",28,449
MEFORNIX-P TAB,2023-W29,"2,023",29,474
MEFORNIX-P TAB,2023-W30,"2,023",30,478
MEFORNIX-P TAB,2023-W31,"2,023",31,446
MEFORNIX-P TAB,2023-W32,"2,023",32,408
MEFORNIX-P TAB,2023-W33,"2,023",33,476
MEFORNIX-P TAB,2023-W34,"2,023",34,456
MEFORNIX-P TAB,2023-W35,"2,023",35,252
MEFORNIX-P TAB,2023-W36,"2,023",36,449
MEFORNIX-P TAB,2023-W37,"2,023",37,395
MEFORNIX-P TAB,2023-W38,"2,023",38,465
MEFORNIX-P TAB,2023-W39,"2,023",39,434
MEFORNIX-P TAB,2023-W40,"2,023",40,504
MEFORNIX-P TAB,2023-W41,"2,023",41,389
MEFORNIX-P TAB,2023-W42,"2,023",42,505
MEFORNIX-P TAB,2023-W43,"2,023",43,555
MEFORNIX-P TAB,2023-W44,"2,023",44,412
MEFORNIX-P TAB,2023-W45,"2,023",45,401
MEFORNIX-P TAB,2023-W46,"2,023",46,264
MEFORNIX-P TAB,2023-W47,"2,023",47,317
MEFORNIX-P TAB,2023-W48,"2,023",48,320
MEFORNIX-P TAB,2023-W49,"2,023",49,471
MEFORNIX-P TAB,2023-W50,"2,023",50,295
MEFORNIX-P TAB,2023-W51,"2,023",51,408
MEFORNIX-P TAB,2023-W52,"2,023",52,426
MEFORNIX-P TAB,2023-W53,"2,023",53,0
MEFORNIX-P TAB,2024-W01,"2,024",1,398
MEFORNIX-P TAB,2024-W02,"2,024",2,281
MEFORNIX-P TAB,2024-W03,"2,024",3,367
MEFORNIX-P TAB,2024-W04,"2,024",4,378
MEFORNIX-P TAB,2024-W05,"2,024",5,553
MEFORNIX-P TAB,2024-W06,"2,024",6,423
MEFORNIX-P TAB,2024-W07,"2,024",7,312
MEFORNIX-P TAB,2024-W08,"2,024",8,429
MEFORNIX-P TAB,2024-W09,"2,024",9,316
MEFORNIX-P TAB,2024-W10,"2,024",10,366
MEFORNIX-P TAB,2024-W11,"2,024",11,169
MEFORNIX-P TAB,2024-W12,"2,024",12,216
MEFORNIX-P TAB,2024-W13,"2,024",13,245
MEFORNIX-P TAB,2024-W14,"2,024",14,305
MEFORNIX-P TAB,2024-W15,"2,024",15,372
MEFORNIX-P TAB,2024-W16,"2,024",16,363
MEFORNIX-P TAB,2024-W17,"2,024",17,403
MEFORNIX-P TAB,2024-W18,"2,024",18,395
MEFORNIX-P TAB,2024-W19,"2,024",19,482
MEFORNIX-P TAB,2024-W20,"2,024",20,628
MEFORNIX-P TAB,2024-W21,"2,024",21,653
MEFORNIX-P TAB,2024-W22,"2,024",22,585
MEFORNIX-P TAB,2024-W23,"2,024",23,454
MEFORNIX-P TAB,2024-W24,"2,024",24,347
MEFORNIX-P TAB,2024-W25,"2,024",25,401
MEFORNIX-P TAB,2024-W26,"2,024",26,432
MEFORNIX-P TAB,2024-W27,"2,024",27,256
MEFORNIX-P TAB,2024-W28,"2,024",28,334
MEFORNIX-P TAB,2024-W29,"2,024",29,307
MEFORNIX-P TAB,2024-W30,"2,024",30,399
MEFORNIX-P TAB,2024-W31,"2,024",31,458
MEFORNIX-P TAB,2024-W32,"2,024",32,473
MEFORNIX-P TAB,2024-W33,"2,024",33,425
MEFORNIX-P TAB,2024-W34,"2,024",34,475
MEFORNIX-P TAB,2024-W35,"2,024",35,542
MEFORNIX-P TAB,2024-W36,"2,024",36,367
MEFORNIX-P TAB,2024-W37,"2,024",37,421
MEFORNIX-P TAB,2024-W38,"2,024",38,441
MEFORNIX-P TAB,2024-W39,"2,024",39,447
MEFORNIX-P TAB,2024-W40,"2,024",40,407
MEFORNIX-P TAB,2024-W41,"2,024",41,258
MEFORNIX-P TAB,2024-W42,"2,024",42,514
MEFORNIX-P TAB,2024-W43,"2,024",43,503
MEFORNIX-P TAB,2024-W44,"2,024",44,431
MEFORNIX-P TAB,2024-W45,"2,024",45,542
MEFORNIX-P TAB,2024-W46,"2,024",46,388
MEFORNIX-P TAB,2024-W47,"2,024",47,334
MEFORNIX-P TAB,2024-W48,"2,024",48,448
MEFORNIX-P TAB,2024-W49,"2,024",49,383
MEFORNIX-P TAB,2024-W50,"2,024",50,314
MEFORNIX-P TAB,2024-W51,"2,024",51,373
MEFORNIX-P TAB,2024-W52,"2,024",52,324
MEFORNIX-P TAB,2024-W53,"2,024",53,0
MEFORNIX-P TAB,2025-W01,"2,025",1,276
MEFORNIX-P TAB,2025-W02,"2,025",2,158
MEFORNIX-P TAB,2025-W03,"2,025",3,334
MEFORNIX-P TAB,2025-W04,"2,025",4,365
MEFORNIX-P TAB,2025-W05,"2,025",5,341
MEFORNIX-P TAB,2025-W06,"2,025",6,269
MEFORNIX-P TAB,2025-W07,"2,025",7,127
MEFORNIX-P TAB,2025-W08,"2,025",8,338
MEFORNIX-P TAB,2025-W09,"2,025",9,558
MEFORNIX-P TAB,2025-W10,"2,025",10,230
MEFORNIX-P TAB,2025-W11,"2,025",11,131
MEFORNIX-P TAB,2025-W12,"2,025",12,109
MEFORNIX-P TAB,2025-W13,"2,025",13,150
MEFORNIX-P TAB,2025-W14,"2,025",14,193
MEFORNIX-P TAB,2025-W15,"2,025",15,233
MEFORNIX-P TAB,2025-W16,"2,025",16,509
MEFORNIX-P TAB,2025-W17,"2,025",17,439
MEFORNIX-P TAB,2025-W18,"2,025",18,375
MEFORNIX-P TAB,2025-W19,"2,025",19,220
MEFORNIX-P TAB,2025-W20,"2,025",20,329
MEFORNIX-P TAB,2025-W21,"2,025",21,279
MEFORNIX-P TAB,2025-W22,"2,025",22,284
MEFORNIX-P TAB,2025-W23,"2,025",23,161
MEFORNIX-P TAB,2025-W24,"2,025",24,167
MEFORNIX-P TAB,2025-W25,"2,025",25,359
MEFORNIX-P TAB,2025-W26,"2,025",26,280
MEFORNIX-P TAB,2025-W27,"2,025",27,494
MEFORNIX-P TAB,2025-W28,"2,025",28,129
MEFORNIX-P TAB,2025-W29,"2,025",29,209
MEFORNIX-P TAB,2025-W30,"2,025",30,363
MEFORNIX-P TAB,2025-W31,"2,025",31,302
MEFORNIX-P TAB,2025-W32,"2,025",32,359
MEFORNIX-P TAB,2025-W33,"2,025",33,83
MEFORNIX-P TAB,2025-W34,"2,025",34,249
MEFORNIX-P TAB,2025-W35,"2,025",35,267
MEFORNIX-P TAB,2025-W36,"2,025",36,297
MEFORNIX-P TAB,2025-W37,"2,025",37,149
MEFORNIX-P TAB,2025-W38,"2,025",38,156
MEFORNIX-P TAB,2025-W39,"2,025",39,231
MEFORNIX-P TAB,2025-W40,"2,025",40,329
MEFORNIX-P TAB,2025-W41,"2,025",41,154
MEFORNIX-P TAB,2025-W42,"2,025",42,332
MEFTAL-P TAB,2021-W01,"2,021",1,9
MEFTAL-P TAB,2021-W02,"2,021",2,18
MEFTAL-P TAB,2021-W03,"2,021",3,9
MEFTAL-P TAB,2021-W04,"2,021",4,14
MEFTAL-P TAB,2021-W05,"2,021",5,30
MEFTAL-P TAB,2021-W06,"2,021",6,0
MEFTAL-P TAB,2021-W07,"2,021",7,12
MEFTAL-P TAB,2021-W08,"2,021",8,4
MEFTAL-P TAB,2021-W09,"2,021",9,6
MEFTAL-P TAB,2021-W10,"2,021",10,39
MEFTAL-P TAB,2021-W11,"2,021",11,20
MEFTAL-P TAB,2021-W12,"2,021",12,32
MEFTAL-P TAB,2021-W13,"2,021",13,0
MEFTAL-P TAB,2021-W14,"2,021",14,32
MEFTAL-P TAB,2021-W15,"2,021",15,32
MEFTAL-P TAB,2021-W16,"2,021",16,18
MEFTAL-P TAB,2021-W17,"2,021",17,36
MEFTAL-P TAB,2021-W18,"2,021",18,37
MEFTAL-P TAB,2021-W19,"2,021",19,38
MEFTAL-P TAB,2021-W20,"2,021",20,12
MEFTAL-P TAB,2021-W21,"2,021",21,29
MEFTAL-P TAB,2021-W22,"2,021",22,3
MEFTAL-P TAB,2021-W23,"2,021",23,44
MEFTAL-P TAB,2021-W24,"2,021",24,24
MEFTAL-P TAB,2021-W25,"2,021",25,39
MEFTAL-P TAB,2021-W26,"2,021",26,11
MEFTAL-P TAB,2021-W27,"2,021",27,27
MEFTAL-P TAB,2021-W28,"2,021",28,14
MEFTAL-P TAB,2021-W29,"2,021",29,9
MEFTAL-P TAB,2021-W30,"2,021",30,23
MEFTAL-P TAB,2021-W31,"2,021",31,19
MEFTAL-P TAB,2021-W32,"2,021",32,52
MEFTAL-P TAB,2021-W33,"2,021",33,28
MEFTAL-P TAB,2021-W34,"2,021",34,25
MEFTAL-P TAB,2021-W35,"2,021",35,5
MEFTAL-P TAB,2021-W36,"2,021",36,12
MEFTAL-P TAB,2021-W37,"2,021",37,4
MEFTAL-P TAB,2021-W38,"2,021",38,12
MEFTAL-P TAB,2021-W39,"2,021",39,2
MEFTAL-P TAB,2021-W40,"2,021",40,25
MEFTAL-P TAB,2021-W41,"2,021",41,46
MEFTAL-P TAB,2021-W42,"2,021",42,38
MEFTAL-P TAB,2021-W43,"2,021",43,36
MEFTAL-P TAB,2021-W44,"2,021",44,9
MEFTAL-P TAB,2021-W45,"2,021",45,22
MEFTAL-P TAB,2021-W46,"2,021",46,28
MEFTAL-P TAB,2021-W47,"2,021",47,48
MEFTAL-P TAB,2021-W48,"2,021",48,43
MEFTAL-P TAB,2021-W49,"2,021",49,19
MEFTAL-P TAB,2021-W50,"2,021",50,59
MEFTAL-P TAB,2021-W51,"2,021",51,29
MEFTAL-P TAB,2021-W52,"2,021",52,30
MEFTAL-P TAB,2021-W53,"2,021",53,0
MEFTAL-P TAB,2022-W01,"2,022",1,69
MEFTAL-P TAB,2022-W02,"2,022",2,47
MEFTAL-P TAB,2022-W03,"2,022",3,42
MEFTAL-P TAB,2022-W04,"2,022",4,21
MEFTAL-P TAB,2022-W05,"2,022",5,41
MEFTAL-P TAB,2022-W06,"2,022",6,37
MEFTAL-P TAB,2022-W07,"2,022",7,48
MEFTAL-P TAB,2022-W08,"2,022",8,28
MEFTAL-P TAB,2022-W09,"2,022",9,36
MEFTAL-P TAB,2022-W10,"2,022",10,71
MEFTAL-P TAB,2022-W11,"2,022",11,31
MEFTAL-P TAB,2022-W12,"2,022",12,67
MEFTAL-P TAB,2022-W13,"2,022",13,30
MEFTAL-P TAB,2022-W14,"2,022",14,92
MEFTAL-P TAB,2022-W15,"2,022",15,37
MEFTAL-P TAB,2022-W16,"2,022",16,57
MEFTAL-P TAB,2022-W17,"2,022",17,18
MEFTAL-P TAB,2022-W18,"2,022",18,24
MEFTAL-P TAB,2022-W19,"2,022",19,75
MEFTAL-P TAB,2022-W20,"2,022",20,31
MEFTAL-P TAB,2022-W21,"2,022",21,76
MEFTAL-P TAB,2022-W22,"2,022",22,81
MEFTAL-P TAB,2022-W23,"2,022",23,43
MEFTAL-P TAB,2022-W24,"2,022",24,73
MEFTAL-P TAB,2022-W25,"2,022",25,100
MEFTAL-P TAB,2022-W26,"2,022",26,94
MEFTAL-P TAB,2022-W27,"2,022",27,48
MEFTAL-P TAB,2022-W28,"2,022",28,45
MEFTAL-P TAB,2022-W29,"2,022",29,57
MEFTAL-P TAB,2022-W30,"2,022",30,68
MEFTAL-P TAB,2022-W31,"2,022",31,69
MEFTAL-P TAB,2022-W32,"2,022",32,69
MEFTAL-P TAB,2022-W33,"2,022",33,39
MEFTAL-P TAB,2022-W34,"2,022",34,34
MEFTAL-P TAB,2022-W35,"2,022",35,55
MEFTAL-P TAB,2022-W36,"2,022",36,53
MEFTAL-P TAB,2022-W37,"2,022",37,40
MEFTAL-P TAB,2022-W38,"2,022",38,51
MEFTAL-P TAB,2022-W39,"2,022",39,72
MEFTAL-P TAB,2022-W40,"2,022",40,48
MEFTAL-P TAB,2022-W41,"2,022",41,120
MEFTAL-P TAB,2022-W42,"2,022",42,55
MEFTAL-P TAB,2022-W43,"2,022",43,94
MEFTAL-P TAB,2022-W44,"2,022",44,112
MEFTAL-P TAB,2022-W45,"2,022",45,44
MEFTAL-P TAB,2022-W46,"2,022",46,29
MEFTAL-P TAB,2022-W47,"2,022",47,44
MEFTAL-P TAB,2022-W48,"2,022",48,39
MEFTAL-P TAB,2022-W49,"2,022",49,95
MEFTAL-P TAB,2022-W50,"2,022",50,62
MEFTAL-P TAB,2022-W51,"2,022",51,55
MEFTAL-P TAB,2022-W52,"2,022",52,110
MEFTAL-P TAB,2022-W53,"2,022",53,0
MEFTAL-P TAB,2023-W01,"2,023",1,57
MEFTAL-P TAB,2023-W02,"2,023",2,106
MEFTAL-P TAB,2023-W03,"2,023",3,133
MEFTAL-P TAB,2023-W04,"2,023",4,113
MEFTAL-P TAB,2023-W05,"2,023",5,87
MEFTAL-P TAB,2023-W06,"2,023",6,125
MEFTAL-P TAB,2023-W07,"2,023",7,69
MEFTAL-P TAB,2023-W08,"2,023",8,56
MEFTAL-P TAB,2023-W09,"2,023",9,111
MEFTAL-P TAB,2023-W10,"2,023",10,90
MEFTAL-P TAB,2023-W11,"2,023",11,40
MEFTAL-P TAB,2023-W12,"2,023",12,119
MEFTAL-P TAB,2023-W13,"2,023",13,78
MEFTAL-P TAB,2023-W14,"2,023",14,105
MEFTAL-P TAB,2023-W15,"2,023",15,78
MEFTAL-P TAB,2023-W16,"2,023",16,39
MEFTAL-P TAB,2023-W17,"2,023",17,84
MEFTAL-P TAB,2023-W18,"2,023",18,36
MEFTAL-P TAB,2023-W19,"2,023",19,43
MEFTAL-P TAB,2023-W20,"2,023",20,58
MEFTAL-P TAB,2023-W21,"2,023",21,55
MEFTAL-P TAB,2023-W22,"2,023",22,68
MEFTAL-P TAB,2023-W23,"2,023",23,68
MEFTAL-P TAB,2023-W24,"2,023",24,74
MEFTAL-P TAB,2023-W25,"2,023",25,82
MEFTAL-P TAB,2023-W26,"2,023",26,35
MEFTAL-P TAB,2023-W27,"2,023",27,28
